instance obj_greddy time_greedy obj_lnsa time_lnsa
instances/train/Correia_Random_1_3_4_7.txt 7700 0 7670 0
instances/train/Correia_Random_2_2_7_3.txt 12460 0 12270 7
instances/train/Correia_Random_2_2_1_4.txt 12280 0 12210 6
instances/train/Correia_Random_1_2_9_8.txt 6190 0 5890 1
instances/train/Correia_Random_1_3_1_2.txt 7750 0 7750 0
instances/train/Correia_Random_1_1_1_7.txt 5080 0 4920 1
instances/train/Correia_Random_1_2_2_4.txt 6330 0 6260 1
instances/train/Correia_Random_2_3_7_6.txt 16000 0 15950 3
instances/train/Correia_Random_2_3_3_6.txt 15950 0 15950 4
instances/train/Correia_Random_1_3_6_10.txt 7510 0 7460 0
instances/train/Correia_Random_2_1_2_10.txt 10890 0 10580 10
instances/train/Correia_Random_1_3_0_9.txt 7550 0 7550 0
instances/train/Correia_Random_2_3_5_1.txt 15250 0 15190 3
instances/train/Correia_Random_2_2_7_4.txt 12520 0 12280 7
instances/train/Correia_Random_2_2_8_2.txt 12140 0 11880 7
instances/train/Correia_Random_1_2_10_5.txt 6980 0 6480 1
instances/train/Correia_Random_1_1_2_1.txt 5350 0 5150 1
instances/train/Correia_Random_1_1_7_5.txt 5080 0 4800 1
instances/train/Correia_Random_1_2_6_3.txt 6450 0 6360 1
instances/train/Correia_Random_1_3_8_6.txt 8100 0 8100 0
instances/train/Correia_Random_2_1_1_3.txt 9610 0 9370 11
instances/train/Correia_Random_2_2_3_8.txt 11770 0 11650 7
instances/train/Correia_Random_1_2_7_6.txt 6410 0 6150 1
instances/train/Correia_Random_1_1_6_9.txt 5090 0 4870 1
instances/train/Correia_Random_1_1_4_6.txt 5030 0 4920 1
instances/train/Correia_Random_1_3_9_6.txt 8300 0 8200 0
instances/train/Correia_Random_1_3_9_4.txt 8150 0 8020 0
instances/train/Correia_Random_2_2_3_4.txt 12300 0 12210 6
instances/train/Correia_Random_2_1_4_5.txt 10030 0 9830 6
instances/train/Correia_Random_2_1_3_2.txt 10260 0 9950 7
instances/train/Correia_Random_1_3_10_10.txt 8300 0 7970 0
instances/train/Correia_Random_2_1_3_5.txt 10060 0 9820 6
instances/train/Correia_Random_2_2_6_2.txt 11960 0 11770 8
instances/train/Correia_Random_1_2_6_4.txt 6410 0 6290 1
instances/train/Correia_Random_1_1_10_2.txt 6580 0 6270 1
instances/train/Correia_Random_2_1_6_3.txt 9790 0 9410 8
instances/train/Correia_Random_1_3_2_2.txt 7750 0 7750 1
instances/train/Correia_Random_2_2_11_2.txt 15270 0 14580 8
instances/train/Correia_Random_1_1_10_5.txt 6000 0 5680 1
instances/train/Correia_Random_2_1_5_2.txt 10220 0 9950 13
instances/train/Correia_Random_1_1_10_1.txt 6460 0 5890 1
instances/train/Correia_Random_2_3_1_5.txt 15500 0 15500 4
instances/train/Correia_Random_1_1_9_6.txt 5450 0 5220 1
instances/train/Correia_Random_1_1_5_8.txt 5440 0 5310 1
instances/train/Correia_Random_1_3_4_5.txt 7400 0 7370 1
instances/train/Correia_Random_1_3_7_1.txt 7700 0 7560 0
instances/train/Correia_Random_2_1_8_1.txt 10100 0 9730 10
instances/train/Correia_Random_1_2_0_8.txt 5670 0 5610 1
instances/train/Correia_Random_1_1_4_8.txt 5470 0 5300 2
instances/train/Correia_Random_1_1_1_4.txt 4720 0 4610 1
instances/train/Correia_Random_2_1_0_3.txt 9580 0 9380 5
instances/train/Correia_Random_1_1_0_1.txt 5310 0 5140 1
instances/train/Correia_Random_2_3_9_5.txt 15800 0 15700 3
instances/train/Correia_Random_1_1_9_8.txt 6080 0 5620 1
instances/train/Correia_Random_1_3_8_9.txt 7750 0 7600 1
instances/train/Correia_Random_1_2_6_9.txt 6320 0 6100 1
instances/train/Correia_Random_1_2_1_8.txt 5710 0 5610 1
instances/train/Correia_Random_1_3_4_2.txt 7750 0 7750 0
instances/train/Correia_Random_1_3_8_3.txt 8050 0 7970 1
instances/train/Correia_Random_1_2_9_1.txt 6540 0 6200 1
instances/train/Correia_Random_2_2_6_4.txt 12370 0 12240 7
instances/train/Correia_Random_1_3_0_5.txt 7350 0 7350 0
instances/train/Correia_Random_1_3_3_10.txt 7510 0 7450 1
instances/train/Correia_Random_1_3_8_10.txt 7680 0 7520 0
instances/train/Correia_Random_1_3_3_6.txt 7950 0 7950 1
instances/train/Correia_Random_1_2_1_3.txt 6390 0 6310 1
instances/train/Correia_Random_2_1_9_1.txt 10650 0 10000 6
instances/train/Correia_Random_2_1_1_5.txt 10030 0 9820 6
instances/train/Correia_Random_2_2_3_1.txt 12310 0 12140 12
instances/train/Correia_Random_1_3_5_2.txt 7800 0 7750 0
instances/train/Correia_Random_2_1_0_4.txt 10820 0 10580 6
instances/train/Correia_Random_2_2_7_9.txt 12420 0 12270 7
instances/train/Correia_Random_1_3_10_5.txt 8210 0 7890 0
instances/train/Correia_Random_2_2_3_9.txt 12350 0 12190 6
instances/train/Correia_Random_1_2_0_1.txt 6030 0 5910 1
instances/train/Correia_Random_1_2_10_8.txt 6790 0 6120 1
instances/train/Correia_Random_1_3_0_10.txt 7490 0 7490 0
instances/train/Correia_Random_1_1_4_3.txt 5090 0 4910 1
instances/train/Correia_Random_1_2_10_10.txt 6370 0 5860 1
instances/train/Correia_Random_2_2_5_2.txt 11970 0 11760 8
instances/train/Correia_Random_1_3_1_6.txt 7950 0 7950 1
instances/train/Correia_Random_2_1_7_8.txt 10570 0 10260 12
instances/train/Correia_Random_1_2_2_10.txt 5380 0 5300 1
instances/train/Correia_Random_2_2_4_5.txt 12300 0 12120 7
instances/train/Correia_Random_2_3_2_4.txt 15090 0 15030 3
instances/train/Correia_Random_1_1_4_7.txt 5140 0 4930 1
instances/train/Correia_Random_2_3_4_1.txt 15200 0 15190 3
instances/train/Correia_Random_2_3_6_1.txt 15250 0 15200 3
instances/train/Correia_Random_1_3_0_1.txt 7600 0 7540 0
instances/train/Correia_Random_2_3_3_4.txt 15110 0 15030 4
instances/train/Correia_Random_2_3_6_8.txt 14910 0 14910 4
instances/train/Correia_Random_2_2_0_9.txt 12310 0 12190 6
instances/train/Correia_Random_2_1_11_2.txt 14720 0 14030 16
instances/train/Correia_Random_2_3_11_8.txt 17290 0 17010 5
instances/train/Correia_Random_2_2_10_3.txt 13550 0 12900 7
instances/train/Correia_Random_2_2_10_7.txt 13120 0 12660 9
instances/train/Correia_Random_2_3_4_3.txt 15050 0 15000 2
instances/train/Correia_Random_1_1_7_10.txt 5220 0 5040 1
instances/train/Correia_Random_1_2_3_2.txt 6220 0 6040 1
instances/train/Correia_Random_2_1_11_9.txt 14640 0 13870 15
instances/train/Correia_Random_2_3_4_10.txt 15050 0 14980 4
instances/train/Correia_Random_1_2_5_8.txt 5740 0 5630 1
instances/train/Correia_Random_1_3_6_1.txt 7700 0 7600 0
instances/train/Correia_Random_2_3_9_9.txt 15540 0 15240 7
instances/train/Correia_Random_2_3_7_4.txt 15170 0 15060 4
instances/train/Correia_Random_1_2_2_8.txt 5670 0 5610 1
instances/train/Correia_Random_2_1_0_10.txt 10930 0 10580 6
instances/train/Correia_Random_2_1_0_9.txt 9990 0 9860 6
instances/train/Correia_Random_2_2_7_6.txt 12820 0 12530 8
instances/train/Correia_Random_1_1_7_6.txt 5140 0 4960 2
instances/train/Correia_Random_1_1_11_8.txt 8100 0 7830 1
instances/train/Correia_Random_1_1_9_5.txt 5500 0 5090 2
instances/train/Correia_Random_2_1_3_3.txt 9680 0 9380 6
instances/train/Correia_Random_2_2_11_5.txt 15910 0 14960 6
instances/train/Correia_Random_1_3_5_10.txt 7540 0 7460 0
instances/train/Correia_Random_1_3_11_6.txt 9270 0 9240 1
instances/train/Correia_Random_2_2_0_4.txt 12280 0 12210 6
instances/train/Correia_Random_2_1_11_1.txt 14280 0 13230 8
instances/train/Correia_Random_2_3_2_8.txt 14830 0 14830 4
instances/train/Correia_Random_2_2_2_8.txt 11730 0 11640 7
instances/train/Correia_Random_2_1_7_5.txt 10210 0 9900 9
instances/train/Correia_Random_1_3_10_4.txt 8470 0 8380 0
instances/train/Correia_Random_2_2_8_1.txt 12570 0 12310 6
instances/train/Correia_Random_2_2_5_5.txt 12310 0 12120 13
instances/train/Correia_Random_1_2_3_3.txt 6460 0 6320 1
instances/train/Correia_Random_1_3_1_3.txt 7850 0 7830 1
instances/train/Correia_Random_2_1_4_10.txt 10920 0 10600 7
instances/train/Correia_Random_2_3_9_1.txt 15750 0 15470 4
instances/train/Correia_Random_1_2_8_8.txt 6020 0 5720 1
instances/train/Correia_Random_1_1_10_3.txt 6520 0 5750 2
instances/train/Correia_Random_1_1_5_4.txt 4790 0 4620 1
instances/train/Correia_Random_2_1_10_4.txt 12100 0 11290 10
instances/train/Correia_Random_1_1_8_9.txt 5180 0 4950 1
instances/train/Correia_Random_1_2_6_5.txt 6190 0 6030 1
instances/train/Correia_Random_2_1_6_6.txt 10220 0 9770 12
instances/train/Correia_Random_1_1_11_5.txt 8420 0 8400 1
instances/train/Correia_Random_1_1_3_7.txt 5140 0 4920 1
instances/train/Correia_Random_1_3_7_2.txt 7850 0 7770 0
instances/train/Correia_Random_2_3_5_6.txt 15950 0 15950 4
instances/train/Correia_Random_2_3_5_9.txt 15050 0 15000 3
instances/train/Correia_Random_1_3_2_10.txt 7490 0 7470 0
instances/train/Correia_Random_2_1_0_2.txt 10160 0 9940 5
instances/train/Correia_Random_1_2_11_4.txt 8700 0 8300 1
